id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds,team_win_flag,team_margin,win_rate_last_3,avg_score_for_last_3,avg_score_against_last_3,win_rate_last_5,avg_score_for_last_5,avg_score_against_last_5,win_rate_last_10,avg_score_for_last_10,avg_score_against_last_10,win_streak_before_match,days_rest,pair_key,pair_first_team,pair_win,pair_margin,h2h_win_rate_before,h2h_avg_margin_before,match_points,prior_points,prior_score_for,prior_score_against,prior_percentage,ladder_position_before,feature_version
2515,Essendon Bombers,22,2004-08-29,2004,H,western bulldogs,4.3 7.6 12.7 17.11,113,3.3 6.3 9.6 14.12,96,W,17,Marvel Stadium,39894.0,17,11,14,12,1.0,17,0.3333333333333333,89.33333333333333,90.33333333333333,0.4,95.8,95.4,0.3,95.1,102.8,0,8.0,Essendon Bombers|western bulldogs,Essendon Bombers,1.0,17,1.0,16.0,4,1336,55213,47543,116.13276402414657,1.0,v1.0
3682,Geelong Cats,22,2004-08-29,2004,H,Hawthorn Hawks,2.5 7.12 11.15 17.21,123,5.2 5.2 7.3 9.4,58,W,65,GMHBA Stadium,21192.0,17,21,9,4,1.0,65,0.6666666666666666,92.0,72.33333333333333,0.8,101.6,77.0,0.8,91.4,71.2,0,8.0,Geelong Cats|Hawthorn Hawks,Geelong Cats,1.0,65,0.45161290322580644,-10.903225806451612,4,1072,52135,49126,106.12506615641412,3.0,v1.0
4961,Hawthorn Hawks,22,2004-08-29,2004,A,Geelong Cats,5.2 5.2 7.3 9.4,58,2.5 7.12 11.15 17.21,123,L,-65,GMHBA Stadium,21192.0,9,4,17,21,0.0,-65,0.6666666666666666,90.66666666666667,87.0,0.4,79.6,102.2,0.2,75.7,106.9,1,7.0,Geelong Cats|Hawthorn Hawks,Geelong Cats,0.0,65,0.4603174603174603,-9.698412698412698,0,1234,53991,47422,113.85222048838092,2.0,v1.0
6746,Port Adelaide Power,22,2004-08-29,2004,A,Adelaide Crows,5.2 8.6 11.10 12.13,85,2.1 4.2 8.5 9.6,60,W,25,"AAMI Stadium
",45473.0,12,13,9,6,1.0,25,1.0,126.33333333333333,61.0,0.8,112.0,75.6,0.9,112.5,68.0,3,9.0,Adelaide Crows|Port Adelaide Power,Adelaide Crows,1.0,-25,0.42857142857142855,-2.8214285714285716,4,438,17629,16420,107.36297198538368,6.0,v1.0
9730,W. Bulldogs,22,2004-08-29,2004,A,Essendon Bombers,3.3 6.3 9.6 14.12,96,4.3 7.6 12.7 17.11,113,L,-17,Marvel Stadium,39894.0,14,12,17,11,0.0,-17,0.3333333333333333,102.0,124.33333333333333,0.2,85.8,118.8,0.2,83.2,115.3,1,8.0,Essendon Bombers|W. Bulldogs,Essendon Bombers,0.0,17,0.3793103448275862,10.633333333333333,0,976,46896,48226,97.24215153651558,4.0,v1.0
715,Brisbane Lions,QF,2004-09-03,2004,H,St Kilda Saints,6.3 11.8 17.9 23.11,149,3.2 4.4 6.7 10.9,69,W,80,The Gabba,33582.0,23,11,10,9,1.0,80,1.0,122.0,61.666666666666664,0.6,98.0,71.0,0.7,110.3,73.2,3,6.0,Brisbane Lions|St Kilda Saints,Brisbane Lions,1.0,80,0.6086956521739131,37.47826086956522,4,482,20439,17125,119.35182481751825,2.0,v1.0
7928,St Kilda Saints,QF,2004-09-03,2004,A,Brisbane Lions,3.2 4.4 6.7 10.9,69,6.3 11.8 17.9 23.11,149,L,-80,The Gabba,33582.0,10,9,23,11,0.0,-80,0.6666666666666666,114.66666666666667,103.0,0.6,105.8,95.6,0.6,102.4,93.1,1,6.0,Brisbane Lions|St Kilda Saints,Brisbane Lions,0.0,80,0.625,39.25,0,752,46005,51467,89.3873744341034,1.0,v1.0
2516,Essendon Bombers,EF,2004-09-04,2004,A,Melbourne Demons,5.2 11.6 11.10 15.14,104,5.2 6.5 13.6 15.9,99,W,5,Melbourne Cricket Ground,60903.0,15,14,15,9,1.0,5,0.6666666666666666,108.0,97.66666666666667,0.6,100.0,89.2,0.4,96.8,96.2,1,6.0,Essendon Bombers|Melbourne Demons,Essendon Bombers,1.0,5,0.5409836065573771,17.327868852459016,4,1340,55326,47639,116.13593904154159,1.0,v1.0
6155,Melbourne Demons,EF,2004-09-04,2004,H,Essendon Bombers,5.2 6.5 13.6 15.9,99,5.2 11.6 11.10 15.14,104,L,-5,Melbourne Cricket Ground,60903.0,15,9,15,14,0.0,-5,0.0,58.333333333333336,89.0,0.2,66.8,91.0,0.5,86.7,88.3,0,7.0,Essendon Bombers|Melbourne Demons,Essendon Bombers,0.0,5,0.5483870967741935,17.129032258064516,0,954,48118,50606,95.0835869264514,2.0,v1.0
8521,Sydney Swans,EF,2004-09-04,2004,H,west coast eagles,2.2 7.5 9.8 11.9,75,2.5 2.5 4.8 4.10,34,W,41,Accor Stadium,40282.0,11,9,4,10,1.0,41,1.0,95.0,60.0,0.8,96.0,69.8,0.7,87.1,75.2,3,7.0,Sydney Swans|west coast eagles,Sydney Swans,1.0,41,0.6,15.8,4,884,48738,50926,95.70356988571653,4.0,v1.0
9135,West Coast Eagles,EF,2004-09-04,2004,A,Sydney Swans,2.5 2.5 4.8 4.10,34,2.2 7.5 9.8 11.9,75,L,-41,Accor Stadium,40282.0,4,10,11,9,0.0,-41,1.0,103.66666666666667,53.666666666666664,1.0,100.8,58.2,0.8,90.9,70.5,5,7.0,Sydney Swans|West Coast Eagles,Sydney Swans,0.0,41,0.5217391304347826,0.043478260869565216,0,950,40718,37899,107.43819098129238,3.0,v1.0
3683,Geelong Cats,QF,2004-09-05,2004,A,Port Adelaide Power,2.2 3.5 7.6 9.8,62,5.2 11.4 13.7 18.9,117,L,-55,AAMI Stadium,39250.0,9,8,18,9,0.0,-55,0.6666666666666666,95.0,64.0,0.8,100.0,73.8,0.8,94.3,68.6,1,7.0,Geelong Cats|Port Adelaide Power,Geelong Cats,0.0,-55,0.47058823529411764,1.3157894736842106,0,1076,52258,49184,106.25,1.0,v1.0
6747,Port Adelaide Power,QF,2004-09-05,2004,H,Geelong Cats,5.2 11.4 13.7 18.9,117,2.2 3.5 7.6 9.8,62,W,55,AAMI Stadium,39250.0,18,9,9,8,1.0,55,1.0,113.0,63.666666666666664,0.8,108.6,72.4,0.9,107.8,68.0,4,7.0,Geelong Cats|Port Adelaide Power,Geelong Cats,1.0,-55,0.4444444444444444,-1.5,4,442,17714,16480,107.4878640776699,2.0,v1.0
7929,St Kilda Saints,SF,2004-09-10,2004,H,Sydney Swans,1.4 5.6 10.9 16.11,107,2.3 4.4 7.4 8.8,56,W,51,Melbourne Cricket Ground,50671.0,16,11,8,8,1.0,51,0.3333333333333333,88.66666666666667,120.66666666666667,0.6,100.8,105.2,0.5,96.6,101.9,0,7.0,St Kilda Saints|Sydney Swans,St Kilda Saints,1.0,51,0.5217391304347826,-5.614285714285714,4,752,46074,51616,89.26301921884686,2.0,v1.0
8522,Sydney Swans,SF,2004-09-10,2004,A,st kilda saints,2.3 4.4 7.4 8.8,56,1.4 5.6 10.9 16.11,107,L,-51,Melbourne Cricket Ground,50671.0,8,8,16,11,0.0,-51,1.0,97.66666666666667,56.0,0.8,94.4,66.4,0.7,86.1,70.7,4,6.0,Sydney Swans|st kilda saints,Sydney Swans,0.0,-51,0.0,-50.5,0,888,48813,50960,95.78689167974882,1.0,v1.0
2517,Essendon Bombers,SF,2004-09-11,2004,A,Geelong Cats,0.4 1.6 4.8 9.10,64,2.5 5.8 9.11 10.14,74,L,-10,Melbourne Cricket Ground,53356.0,9,10,10,14,0.0,-10,0.6666666666666666,102.33333333333333,101.66666666666667,0.6,97.0,93.2,0.5,100.3,96.6,2,7.0,Essendon Bombers|Geelong Cats,Essendon Bombers,0.0,-10,0.5087719298245614,3.793103448275862,0,1344,55430,47738,116.11294985127152,1.0,v1.0
3684,Geelong Cats,SF,2004-09-11,2004,H,Essendon Bombers,2.5 5.8 9.11 10.14,74,0.4 1.6 4.8 9.10,64,W,10,"Melbourne Cricket Ground
",53356.0,10,14,9,10,1.0,10,0.3333333333333333,90.66666666666667,94.66666666666667,0.6,92.2,78.4,0.7,91.3,73.8,0,6.0,Essendon Bombers|Geelong Cats,Essendon Bombers,1.0,-10,0.5,3.559322033898305,4,1076,52320,49301,106.12360804040486,2.0,v1.0
6748,Port Adelaide Power,PF,2004-09-17,2004,H,st kilda saints,4.0 8.3 10.8 14.10,94,4.5 7.5 10.9 13.10,88,W,6,AAMI Stadium,46978.0,14,10,13,10,1.0,6,1.0,103.0,64.0,1.0,116.2,61.0,0.9,108.3,64.0,5,12.0,Port Adelaide Power|st kilda saints,Port Adelaide Power,1.0,6,0.0,-62.0,4,446,17831,16542,107.79228630153548,2.0,v1.0
7930,St Kilda Saints,PF,2004-09-17,2004,A,Port Adelaide Power,4.5 7.5 10.9 13.10,88,4.0 8.3 10.8 14.10,94,L,-6,AAMI Stadium,46978.0,13,10,14,10,0.0,-6,0.6666666666666666,96.0,96.0,0.6,104.0,102.8,0.6,102.6,98.2,1,7.0,Port Adelaide Power|St Kilda Saints,Port Adelaide Power,0.0,6,0.5555555555555556,5.333333333333333,0,756,46181,51672,89.37335500851525,1.0,v1.0
716,Brisbane Lions,PF,2004-09-18,2004,H,geelong cats,3.3 6.4 9.10 12.12,84,3.5 5.8 8.12 10.15,75,W,9,Melbourne Cricket Ground,55768.0,12,12,10,15,1.0,9,1.0,149.66666666666666,70.33333333333333,0.8,117.6,68.2,0.8,118.7,70.9,4,15.0,Brisbane Lions|geelong cats,Brisbane Lions,1.0,9,1.0,46.666666666666664,4,486,20588,17194,119.73944399209026,2.0,v1.0
3685,Geelong Cats,PF,2004-09-18,2004,A,Brisbane Lions,3.5 5.8 8.12 10.15,75,3.3 6.4 9.10 12.12,84,L,-9,Melbourne Cricket Ground,55768.0,10,15,12,12,0.0,-9,0.6666666666666666,86.33333333333333,79.66666666666667,0.6,84.2,74.6,0.8,93.8,75.1,1,7.0,Brisbane Lions|Geelong Cats,Brisbane Lions,0.0,9,0.5384615384615384,40.30769230769231,0,1080,52394,49365,106.13592626354705,1.0,v1.0
717,Brisbane Lions,GF,2004-09-25,2004,A,Port Adelaide Power,2.2 6.7 9.9 10.13,73,4.5 6.6 12.8 17.11,113,L,-40,Melbourne Cricket Ground,77671.0,10,13,17,11,0.0,-40,1.0,134.33333333333334,67.0,1.0,119.8,65.8,0.8,115.7,68.8,5,7.0,Brisbane Lions|Port Adelaide Power,Brisbane Lions,0.0,-40,0.5,21.96,0,490,20672,17269,119.70583125832417,1.0,v1.0
6749,Port Adelaide Power,GF,2004-09-25,2004,H,Brisbane Lions,4.5 6.6 12.8 17.11,113,2.2 6.7 9.9 10.13,73,W,40,Melbourne Cricket Ground,77671.0,17,11,10,13,1.0,40,1.0,98.66666666666667,70.0,1.0,110.0,68.2,0.9,108.4,68.1,6,8.0,Brisbane Lions|Port Adelaide Power,Brisbane Lions,1.0,-40,0.48,19.576923076923077,4,450,17925,16630,107.78713168971738,2.0,v1.0
718,Brisbane Lions,1,2005-03-24,2005,H,St Kilda Saints,4.1 10.5 14.5 18.8,116,2.4 6.6 12.11 13.15,93,W,23,The Gabba,33369.0,18,8,13,15,1.0,23,0.6666666666666666,102.0,85.66666666666667,0.8,121.2,79.8,0.7,109.4,73.3,0,180.0,Brisbane Lions|St Kilda Saints,Brisbane Lions,1.0,23,0.6,40.88,4,490,20745,17382,119.34760096651709,2.0,v1.0
7931,St Kilda Saints,1,2005-03-24,2005,A,Brisbane Lions,2.4 6.6 12.11 13.15,93,4.1 10.5 14.5 18.8,116,L,-23,The Gabba,33369.0,13,15,18,8,0.0,-23,0.3333333333333333,88.0,99.66666666666667,0.4,92.2,102.4,0.6,102.5,93.0,0,188.0,Brisbane Lions|St Kilda Saints,Brisbane Lions,0.0,23,0.6153846153846154,40.19230769230769,0,756,46269,51766,89.38106092802225,1.0,v1.0
1315,Carlton Blues,1,2005-03-26,2005,A,North Melbourne Kangaroos,3.5 5.8 7.10 12.13,85,3.4 6.6 10.7 16.9,105,L,-20,Marvel Stadium,40345.0,12,13,16,9,0.0,-20,0.6666666666666666,83.33333333333333,93.33333333333333,0.6,77.4,89.6,0.5,77.9,95.2,2,211.0,Carlton Blues|North Melbourne Kangaroos,Carlton Blues,0.0,-20,0.4666666666666667,2.95,0,1148,51513,48110,107.07337351901892,2.0,v1.0
2518,Essendon Bombers,1,2005-03-26,2005,A,Melbourne Demons,3.4 6.6 6.8 8.9,57,3.2 9.8 12.11 15.13,103,L,-46,Melbourne Cricket Ground,47849.0,8,9,15,13,0.0,-46,0.6666666666666666,93.66666666666667,89.66666666666667,0.6,98.4,93.2,0.5,98.8,94.0,0,196.0,Essendon Bombers|Melbourne Demons,Essendon Bombers,0.0,-46,0.5396825396825397,16.936507936507937,0,1344,55494,47812,116.06709612649544,1.0,v1.0
3095,Fremantle Dockers,1,2005-03-26,2005,H,port adelaide power,4.3 6.5 10.9 13.10,88,2.1 5.5 6.6 7.11,53,W,35,Domain Stadium,33704.0,13,10,7,11,1.0,35,0.0,51.0,93.33333333333333,0.2,67.4,89.8,0.4,84.5,90.4,0,210.0,Fremantle Dockers|port adelaide power,Fremantle Dockers,1.0,35,,,4,324,19011,22083,86.08884662409999,6.0,v1.0
6156,Melbourne Demons,1,2005-03-26,2005,H,Essendon Bombers,3.2 9.8 12.11 15.13,103,3.4 6.6 6.8 8.9,57,W,46,Melbourne Cricket Ground,47849.0,15,13,8,9,1.0,46,0.0,76.0,101.33333333333333,0.0,65.2,99.2,0.4,87.1,91.8,0,203.0,Essendon Bombers|Melbourne Demons,Essendon Bombers,1.0,-46,0.53125,15.953125,4,954,48217,50710,95.08380989942812,4.0,v1.0
5567,North Melbourne Kangaroos,1,2005-03-26,2005,H,Carlton Blues,3.4 6.6 10.7 16.9,105,3.5 5.8 7.10 12.13,85,W,20,Marvel Stadium,40345.0,16,9,12,13,1.0,20,0.0,86.33333333333333,151.0,0.2,83.8,122.8,0.5,92.8,98.0,0,210.0,Carlton Blues|North Melbourne Kangaroos,Carlton Blues,1.0,-20,0.45901639344262296,2.5737704918032787,4,1120,54323,52581,103.3129837774101,3.0,v1.0
6750,Port Adelaide Power,1,2005-03-26,2005,A,Fremantle Dockers,2.1 5.5 6.6 7.11,53,4.3 6.5 10.9 13.10,88,L,-35,Domain Stadium,33704.0,7,11,13,10,0.0,-35,1.0,108.0,74.33333333333333,1.0,103.2,70.6,0.9,107.4,71.4,7,182.0,Fremantle Dockers|Port Adelaide Power,Fremantle Dockers,0.0,35,0.47619047619047616,-24.476190476190474,0,454,18038,16703,107.99257618391906,5.0,v1.0
117,Adelaide Crows,1,2005-03-27,2005,H,West Coast Eagles,3.3 5.7 7.9 7.11,53,1.1 3.4 6.5 9.10,64,L,-11,AAMI Stadium,39055.0,7,11,9,10,0.0,-11,0.6666666666666666,102.33333333333333,86.0,0.6,84.8,78.2,0.5,87.5,90.4,0,210.0,Adelaide Crows|West Coast Eagles,Adelaide Crows,0.0,-11,0.47368421052631576,-13.868421052631579,0,642,30902,30594,101.0067333464078,6.0,v1.0
3686,Geelong Cats,1,2005-03-27,2005,A,Richmond Tigers,6.2 12.6 19.10 25.10,160,4.3 6.5 9.6 15.8,98,W,62,Melbourne Cricket Ground,48251.0,25,10,15,8,1.0,62,0.3333333333333333,70.33333333333333,88.33333333333333,0.4,84.2,86.4,0.7,91.9,77.0,0,190.0,Geelong Cats|Richmond Tigers,Geelong Cats,1.0,62,0.5084745762711864,34.220338983050844,4,1080,52469,49449,106.10730247325527,2.0,v1.0
4962,Hawthorn Hawks,1,2005-03-27,2005,A,Sydney Swans,2.1 3.4 4.6 8.7,55,4.1 9.4 12.8 18.10,118,L,-63,Sydney Cricket Ground,27274.0,8,7,18,10,0.0,-63,0.3333333333333333,70.0,91.66666666666667,0.4,78.6,98.2,0.2,72.7,109.2,0,210.0,Hawthorn Hawks|Sydney Swans,Hawthorn Hawks,0.0,-63,0.5,27.7,0,1234,54049,47545,113.67967188978862,1.0,v1.0
7342,Richmond Tigers,1,2005-03-27,2005,H,Geelong Cats,4.3 6.5 9.6 15.8,98,6.2 12.6 19.10 25.10,160,L,-62,Melbourne Cricket Ground,48251.0,15,8,25,10,0.0,-62,0.0,72.0,118.33333333333333,0.0,79.4,114.4,0.0,79.4,119.6,0,211.0,Geelong Cats|Richmond Tigers,Geelong Cats,0.0,62,0.5166666666666667,34.68333333333333,0,758,45132,52052,86.70560209021747,5.0,v1.0
8523,Sydney Swans,1,2005-03-27,2005,H,Hawthorn Hawks,4.1 9.4 12.8 18.10,118,2.1 3.4 4.6 8.7,55,W,63,Sydney Cricket Ground,27274.0,18,10,8,7,1.0,63,0.6666666666666666,79.66666666666667,61.666666666666664,0.8,83.2,64.2,0.6,82.2,73.0,0,198.0,Hawthorn Hawks|Sydney Swans,Hawthorn Hawks,1.0,-63,0.49295774647887325,26.422535211267604,4,888,48869,51067,95.6958505492784,4.0,v1.0
9136,West Coast Eagles,1,2005-03-27,2005,A,Adelaide Crows,1.1 3.4 6.5 9.10,64,3.3 5.7 7.9 7.11,53,W,11,AAMI Stadium,39055.0,9,10,7,11,1.0,11,0.6666666666666666,78.0,62.333333333333336,0.8,86.4,61.8,0.8,86.8,67.2,0,204.0,Adelaide Crows|West Coast Eagles,Adelaide Crows,1.0,-11,0.46153846153846156,-13.794871794871796,4,950,40752,37974,107.31553167957023,3.0,v1.0
1901,Collingwood Magpies,1,2005-03-28,2005,H,Western Bulldogs,5.4 9.7 11.11 11.14,80,3.7 8.7 9.14 16.16,112,L,-32,Melbourne Cricket Ground,53259.0,11,14,16,16,0.0,-32,0.0,88.0,112.0,0.4,94.6,101.4,0.4,94.5,93.6,0,213.0,Collingwood Magpies|Western Bulldogs,Collingwood Magpies,0.0,-32,0.6666666666666666,9.705882352941176,0,1010,48659,47191,103.11076264541968,1.0,v1.0
9731,W. Bulldogs,1,2005-03-28,2005,A,Collingwood Magpies,3.7 8.7 9.14 16.16,112,5.4 9.7 11.11 11.14,80,W,32,Melbourne Cricket Ground,53259.0,16,16,11,14,1.0,32,0.3333333333333333,97.66666666666667,122.0,0.2,91.8,118.4,0.1,82.5,118.6,0,211.0,Collingwood Magpies|W. Bulldogs,Collingwood Magpies,1.0,-32,0.41379310344827586,0.6333333333333333,4,976,46992,48339,97.21343014956867,2.0,v1.0
1316,Carlton Blues,2,2005-04-01,2005,H,Essendon Bombers,5.2 6.7 9.11 16.14,110,4.1 9.2 15.3 17.4,106,W,4,Melbourne Cricket Ground,56446.0,16,14,17,4,1.0,4,0.6666666666666666,95.33333333333333,91.33333333333333,0.6,81.8,88.4,0.4,74.0,96.4,0,6.0,Carlton Blues|Essendon Bombers,Carlton Blues,1.0,4,0.4625,-6.597560975609756,4,1148,51598,48215,107.01648864461268,2.0,v1.0
2519,Essendon Bombers,2,2005-04-01,2005,A,Carlton Blues,4.1 9.2 15.3 17.4,106,5.2 6.7 9.11 16.14,110,L,-4,Melbourne Cricket Ground,56446.0,17,4,16,14,0.0,-4,0.3333333333333333,75.0,92.0,0.4,85.6,96.4,0.4,89.0,96.6,0,6.0,Carlton Blues|Essendon Bombers,Carlton Blues,0.0,4,0.4691358024691358,-6.469879518072289,0,1344,55551,47915,115.93655431493269,1.0,v1.0
719,Brisbane Lions,2,2005-04-02,2005,A,Port Adelaide Power,3.4 4.4 5.5 11.7,73,3.0 4.4 9.8 11.9,75,L,-2,AAMI Stadium,34892.0,11,7,11,9,0.0,-2,0.6666666666666666,91.0,93.66666666666667,0.8,118.4,81.4,0.7,110.1,75.3,1,9.0,Brisbane Lions|Port Adelaide Power,Brisbane Lions,0.0,-2,0.5,17.37037037037037,0,494,20861,17475,119.37625178826896,7.0,v1.0
3687,Geelong Cats,2,2005-04-02,2005,A,West Coast Eagles,1.6 4.9 6.11 8.14,62,3.2 5.6 9.9 12.12,84,L,-22,Domain Stadium,39578.0,8,14,12,12,0.0,-22,0.6666666666666666,103.0,82.0,0.6,98.8,84.2,0.7,100.2,80.6,1,6.0,Geelong Cats|West Coast Eagles,Geelong Cats,0.0,-22,0.5416666666666666,3.74,0,1084,52629,49547,106.220356429249,2.0,v1.0
6157,Melbourne Demons,2,2005-04-02,2005,A,Western Bulldogs,6.4 12.9 17.12 20.17,137,1.4 6.8 10.15 15.21,111,W,26,Marvel Stadium,26307.0,20,17,15,21,1.0,26,0.3333333333333333,89.66666666666667,89.33333333333333,0.2,75.4,85.6,0.5,90.1,83.0,1,7.0,Melbourne Demons|Western Bulldogs,Melbourne Demons,1.0,26,0.4666666666666667,-8.1,4,958,48320,50767,95.17993972462426,4.0,v1.0
5568,North Melbourne Kangaroos,2,2005-04-02,2005,H,sydney swans,2.5 4.8 7.9 12.10,82,2.5 4.11 7.14 7.17,59,W,23,Manuka Oval,13481.0,12,10,7,17,1.0,23,0.3333333333333333,89.33333333333333,130.33333333333334,0.4,96.4,130.0,0.5,92.5,99.0,1,7.0,North Melbourne Kangaroos|sydney swans,North Melbourne Kangaroos,1.0,23,0.875,39.0,4,1124,54428,52666,103.34561196977177,1.0,v1.0
6751,Port Adelaide Power,2,2005-04-02,2005,H,Brisbane Lions,3.0 4.4 9.8 11.9,75,3.4 4.4 5.5 11.7,73,W,2,AAMI Stadium,34892.0,11,9,11,7,1.0,2,0.6666666666666666,86.66666666666667,83.0,0.8,92.4,74.2,0.8,102.2,74.9,0,7.0,Brisbane Lions|Port Adelaide Power,Brisbane Lions,1.0,-2,0.48148148148148145,16.678571428571427,4,454,18091,16791,107.7422428682032,8.0,v1.0
8524,Sydney Swans,2,2005-04-02,2005,A,North Melbourne Kangaroos,2.5 4.11 7.14 7.17,59,2.5 4.8 7.9 12.10,82,L,-23,"Manuka Oval
",13481.0,7,17,12,10,0.0,-23,0.6666666666666666,83.0,65.33333333333333,0.8,93.4,66.0,0.6,88.2,74.0,1,6.0,North Melbourne Kangaroos|Sydney Swans,North Melbourne Kangaroos,0.0,23,0.4838709677419355,0.6290322580645161,0,892,48987,51122,95.82371581706506,6.0,v1.0
9732,W. Bulldogs,2,2005-04-02,2005,H,Melbourne Demons,1.4 6.8 10.15 15.21,111,6.4 12.9 17.12 20.17,137,L,-26,Marvel Stadium,26307.0,15,21,20,17,0.0,-26,0.6666666666666666,114.66666666666667,99.66666666666667,0.4,102.8,113.2,0.2,83.6,113.3,1,5.0,Melbourne Demons|W. Bulldogs,Melbourne Demons,0.0,26,0.4857142857142857,-1.8857142857142857,0,980,47104,48419,97.28412400090873,3.0,v1.0
9137,West Coast Eagles,2,2005-04-02,2005,H,Geelong Cats,3.2 5.6 9.9 12.12,84,1.6 4.9 6.11 8.14,62,W,22,"Domain Stadium
",39578.0,12,12,8,14,1.0,22,0.6666666666666666,68.33333333333333,65.0,0.8,81.8,57.8,0.8,88.1,67.6,1,6.0,Geelong Cats|West Coast Eagles,Geelong Cats,1.0,-22,0.5306122448979592,3.235294117647059,4,954,40816,38027,107.334262497699,5.0,v1.0
118,Adelaide Crows,2,2005-04-03,2005,A,collingwood magpies,4.5 5.6 8.8 12.9,81,2.5 3.6 7.11 10.15,75,W,6,Marvel Stadium,31464.0,12,9,10,15,1.0,6,0.3333333333333333,74.0,78.66666666666667,0.4,85.6,82.6,0.4,79.5,86.7,0,7.0,Adelaide Crows|collingwood magpies,Adelaide Crows,1.0,6,0.6666666666666666,3.6666666666666665,4,642,30955,30658,100.96875203861961,5.0,v1.0
1902,Collingwood Magpies,2,2005-04-03,2005,H,Adelaide Crows,2.5 3.6 7.11 10.15,75,4.5 5.6 8.8 12.9,81,L,-6,Marvel Stadium,31464.0,10,15,12,9,0.0,-6,0.0,85.66666666666667,109.0,0.2,90.0,104.2,0.4,94.6,96.3,0,6.0,Adelaide Crows|Collingwood Magpies,Adelaide Crows,0.0,6,0.3939393939393939,-16.060606060606062,0,1010,48739,47303,103.03574826120965,2.0,v1.0
3096,Fremantle Dockers,2,2005-04-03,2005,A,St Kilda Saints,1.3 6.3 7.7 8.10,58,1.0 5.4 6.6 8.11,59,L,-1,UTAS Stadium,12465.0,8,10,8,11,0.0,-1,0.3333333333333333,72.0,86.0,0.2,62.8,87.8,0.5,83.1,84.5,1,8.0,Fremantle Dockers|St Kilda Saints,Fremantle Dockers,0.0,-1,0.47619047619047616,2.7142857142857144,0,328,19099,22136,86.28026743765811,6.0,v1.0
4963,Hawthorn Hawks,2,2005-04-03,2005,H,Richmond Tigers,2.3 7.7 10.13 12.17,89,4.2 9.5 12.5 16.7,103,L,-14,Melbourne Cricket Ground,33409.0,12,17,16,7,0.0,-14,0.3333333333333333,74.0,109.0,0.4,77.0,100.4,0.2,72.1,108.3,0,7.0,Hawthorn Hawks|Richmond Tigers,Hawthorn Hawks,0.0,-14,0.5396825396825397,25.88888888888889,0,1234,54104,47663,113.51362692235067,1.0,v1.0
7343,Richmond Tigers,2,2005-04-03,2005,A,Hawthorn Hawks,4.2 9.5 12.5 16.7,103,2.3 7.7 10.13 12.17,89,W,14,Melbourne Cricket Ground,33409.0,16,7,12,17,1.0,14,0.0,76.0,125.66666666666667,0.0,79.4,125.8,0.0,79.9,123.2,0,7.0,Hawthorn Hawks|Richmond Tigers,Hawthorn Hawks,1.0,-14,0.53125,25.265625,4,758,45230,52212,86.62759518884548,3.0,v1.0
7932,St Kilda Saints,2,2005-04-03,2005,H,Fremantle Dockers,1.0 5.4 6.6 8.11,59,1.3 6.3 7.7 8.10,58,W,1,UTAS Stadium,12465.0,8,11,8,10,1.0,1,0.3333333333333333,96.0,88.66666666666667,0.4,93.8,99.6,0.5,101.3,98.5,0,10.0,Fremantle Dockers|St Kilda Saints,Fremantle Dockers,1.0,-1,0.45454545454545453,2.5454545454545454,4,756,46362,51882,89.3604718399445,4.0,v1.0
3688,Geelong Cats,3,2005-04-08,2005,A,Melbourne Demons,1.5 5.8 6.11 8.18,66,6.2 11.4 14.5 18.6,114,L,-48,Melbourne Cricket Ground,51793.0,8,18,18,6,0.0,-48,0.3333333333333333,99.0,88.66666666666667,0.4,86.6,89.4,0.6,93.3,81.6,0,6.0,Geelong Cats|Melbourne Demons,Geelong Cats,0.0,-48,0.5151515151515151,20.757575757575758,0,1084,52691,49631,106.16550140033446,1.0,v1.0
6158,Melbourne Demons,3,2005-04-08,2005,H,Geelong Cats,6.2 11.4 14.5 18.6,114,1.5 5.8 6.11 8.18,66,W,48,Melbourne Cricket Ground,51793.0,18,6,8,18,1.0,48,0.6666666666666666,113.0,90.66666666666667,0.4,93.6,94.4,0.5,89.2,85.2,2,6.0,Geelong Cats|Melbourne Demons,Geelong Cats,1.0,-48,0.5074626865671642,19.73134328358209,4,962,48457,50878,95.2415582373521,2.0,v1.0
720,Brisbane Lions,3,2005-04-09,2005,H,Sydney Swans,1.5 4.10 10.14 11.15,81,1.3 2.4 6.6 13.9,87,L,-6,The Gabba,33960.0,11,15,13,9,0.0,-6,0.3333333333333333,87.33333333333333,93.66666666666667,0.6,99.0,85.0,0.6,98.5,78.0,0,7.0,Brisbane Lions|Sydney Swans,Brisbane Lions,0.0,-6,0.4782608695652174,0.782608695652174,0,494,20934,17550,119.28205128205128,7.0,v1.0
1317,Carlton Blues,3,2005-04-09,2005,H,Collingwood Magpies,3.4 8.6 14.9 16.12,108,3.1 5.7 14.8 20.8,128,L,-20,Melbourne Cricket Ground,61608.0,16,12,20,8,0.0,-20,0.6666666666666666,101.0,106.0,0.6,89.0,98.2,0.5,76.6,97.5,1,8.0,Carlton Blues|Collingwood Magpies,Carlton Blues,0.0,-20,0.5131578947368421,6.657894736842105,0,1152,51708,48321,107.00937480598498,1.0,v1.0
