id,team_name,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds,team_win_flag,team_margin,win_rate_last_3,avg_score_for_last_3,avg_score_against_last_3,win_rate_last_5,avg_score_for_last_5,avg_score_against_last_5,win_rate_last_10,avg_score_for_last_10,avg_score_against_last_10,win_streak_before_match,days_rest,pair_key,pair_first_team,pair_win,pair_margin,h2h_win_rate_before,h2h_avg_margin_before,match_points,prior_points,prior_score_for,prior_score_against,prior_percentage,ladder_position_before,feature_version
11078,Carlton Blues,7,1998-05-09,1998,H,Port Adelaide Power,3.5 8.7 10.8 11.10,76,4.5 10.6 19.8 25.15,165,L,-89,Princes Park,16058.0,11,10,25,15,0.0,-89,0.0,67.66666666666667,85.33333333333333,0.0,77.0,99.0,0.3,79.7,87.6,0,7.0,Carlton Blues|Port Adelaide Power,Carlton Blues,0.0,-89,0.5,-38.0,0,864,36722,32704,112.28595890410959,2.0,v1.0
11864,Essendon Bombers,7,1998-05-09,1998,H,geelong cats,3.0 6.0 7.1 11.4,70,2.1 5.4 9.7 12.7,79,L,-9,Melbourne Cricket Ground,56093.0,11,4,12,7,0.0,-9,0.0,84.33333333333333,101.66666666666667,0.4,106.8,99.2,0.5,98.5,95.8,0,7.0,Essendon Bombers|geelong cats,Essendon Bombers,0.0,-9,0.6666666666666666,-2.7142857142857144,0,894,38194,33575,113.7572598659717,1.0,v1.0
12682,Geelong Cats,7,1998-05-09,1998,A,essendon bombers,2.1 5.4 9.7 12.7,79,3.0 6.0 7.1 11.4,70,W,9,Melbourne Cricket Ground,56093.0,12,7,11,4,1.0,9,0.3333333333333333,76.66666666666667,84.66666666666667,0.4,77.2,98.8,0.4,80.6,91.6,1,7.0,Geelong Cats|essendon bombers,Geelong Cats,1.0,9,0.0,-21.333333333333332,4,788,38547,35123,109.74859778492726,3.0,v1.0
13933,Port Adelaide Power,7,1998-05-09,1998,A,Carlton Blues,4.5 10.6 19.8 25.15,165,3.5 8.7 10.8 11.10,76,W,89,Princes Park,16058.0,25,15,11,10,1.0,89,0.6666666666666666,74.0,75.33333333333333,0.6,80.6,78.2,0.3333333333333333,81.6,93.6,1,7.0,Carlton Blues|Port Adelaide Power,Carlton Blues,1.0,-89,0.3333333333333333,-55.0,4,54,2372,2532,93.68088467614534,5.0,v1.0
14687,St Kilda Saints,7,1998-05-09,1998,H,brisbane lions,3.3 7.10 8.10 11.16,82,6.4 6.6 13.7 15.9,99,L,-17,Waverley Park,23960.0,11,16,15,9,0.0,-17,1.0,112.66666666666667,102.0,0.8,102.6,109.6,0.8,107.2,101.0,4,6.0,St Kilda Saints|brisbane lions,St Kilda Saints,0.0,-17,,,0,524,32263,36145,89.25992530087149,4.0,v1.0
10388,Adelaide Crows,7,1998-05-10,1998,H,West Coast Eagles,5.6 6.8 9.12 11.13,79,2.2 4.3 5.7 10.11,71,W,8,AAMI Stadium,39057.0,11,13,10,11,1.0,8,0.3333333333333333,84.33333333333333,80.0,0.4,96.0,79.2,0.6,93.6,78.8,0,7.0,Adelaide Crows|West Coast Eagles,Adelaide Crows,1.0,8,0.5263157894736842,-20.473684210526315,4,318,15749,15927,98.88240095435424,6.0,v1.0
13864,Melbourne Demons,7,1998-05-10,1998,A,Richmond Tigers,1.1 3.3 6.7 7.7,49,4.3 5.5 5.9 13.13,91,L,-42,Melbourne Cricket Ground,46217.0,7,7,13,13,0.0,-42,1.0,84.66666666666667,61.333333333333336,1.0,95.8,74.2,0.6,84.4,84.7,5,7.0,Melbourne Demons|Richmond Tigers,Melbourne Demons,0.0,-42,0.5111111111111111,16.977777777777778,0,654,32964,35021,94.1263813140687,4.0,v1.0
13470,North Melbourne Kangaroos,7,1998-05-10,1998,A,Western Bulldogs,4.0 5.3 10.7 12.11,83,2.3 6.8 8.13 16.15,111,L,-28,Princes Park,22058.0,12,11,16,15,0.0,-28,0.6666666666666666,110.0,108.66666666666667,0.6,105.6,104.0,0.6,99.2,99.3,1,7.0,North Melbourne Kangaroos|Western Bulldogs,North Melbourne Kangaroos,0.0,-28,0.5714285714285714,13.476190476190476,0,754,37843,36606,103.37922744905207,1.0,v1.0
14309,Richmond Tigers,7,1998-05-10,1998,H,Melbourne Demons,4.3 5.5 5.9 13.13,91,1.1 3.3 6.7 7.7,49,W,42,Melbourne Cricket Ground,46217.0,13,13,7,7,1.0,42,0.3333333333333333,75.0,96.66666666666667,0.4,81.6,97.2,0.6,88.7,90.6,0,9.0,Melbourne Demons|Richmond Tigers,Melbourne Demons,1.0,-42,0.5,15.695652173913043,4,506,31936,37337,85.53445643731419,5.0,v1.0
15765,W. Bulldogs,7,1998-05-10,1998,H,north melbourne kangaroos,2.3 6.8 8.13 16.15,111,4.0 5.3 10.7 12.11,83,W,28,Princes Park,22058.0,16,15,12,11,1.0,28,0.6666666666666666,91.33333333333333,89.0,0.8,106.6,87.2,0.8,105.2,84.0,1,8.0,W. Bulldogs|north melbourne kangaroos,W. Bulldogs,1.0,28,0.3333333333333333,-28.666666666666668,4,710,31572,32225,97.97362296353762,2.0,v1.0
15379,West Coast Eagles,7,1998-05-10,1998,A,Adelaide Crows,2.2 4.3 5.7 10.11,71,5.6 6.8 9.12 11.13,79,L,-8,AAMI Stadium,39057.0,10,11,11,13,0.0,-8,0.0,96.33333333333333,108.33333333333333,0.4,99.8,89.6,0.3,93.9,91.5,0,7.0,Adelaide Crows|West Coast Eagles,Adelaide Crows,0.0,8,0.55,-19.05,0,660,26489,23018,115.079502997654,3.0,v1.0
10682,Brisbane Lions,8,1998-05-15,1998,A,Essendon Bombers,2.5 6.11 7.17 8.22,70,2.1 5.3 10.8 12.12,84,L,-14,Melbourne Cricket Ground,35384.0,8,22,12,12,0.0,-14,0.6666666666666666,89.33333333333333,85.66666666666667,0.4,95.0,98.8,0.2,91.6,110.8,2,6.0,Brisbane Lions|Essendon Bombers,Brisbane Lions,0.0,-14,0.6666666666666666,-22.0,0,50,2809,2855,98.38879159369527,2.0,v1.0
11865,Essendon Bombers,8,1998-05-15,1998,H,brisbane lions,2.1 5.3 10.8 12.12,84,2.5 6.11 7.17 8.22,70,W,14,Melbourne Cricket Ground,35384.0,12,12,8,22,1.0,14,0.0,82.33333333333333,94.66666666666667,0.2,84.4,96.4,0.4,98.2,96.9,0,6.0,Essendon Bombers|brisbane lions,Essendon Bombers,1.0,14,,,4,894,38264,33654,113.69822309383729,1.0,v1.0
12290,Fremantle Dockers,8,1998-05-16,1998,A,Geelong Cats,1.4 1.8 5.11 6.18,54,2.0 7.1 8.4 12.4,76,L,-22,GMHBA Stadium,19449.0,6,18,12,4,0.0,-22,0.3333333333333333,73.66666666666667,94.0,0.4,77.6,90.4,0.3,75.7,97.6,0,8.0,Fremantle Dockers|Geelong Cats,Fremantle Dockers,0.0,-22,0.5555555555555556,-22.11111111111111,0,112,6175,6774,91.1573664009448,5.0,v1.0
12683,Geelong Cats,8,1998-05-16,1998,H,Fremantle Dockers,2.0 7.1 8.4 12.4,76,1.4 1.8 5.11 6.18,54,W,22,GMHBA Stadium,19449.0,12,4,6,18,1.0,22,0.6666666666666666,76.66666666666667,76.66666666666667,0.4,73.2,96.8,0.4,78.5,91.8,2,7.0,Fremantle Dockers|Geelong Cats,Fremantle Dockers,1.0,-22,0.5,-22.1,4,792,38626,35193,109.7547807802688,1.0,v1.0
13471,North Melbourne Kangaroos,8,1998-05-16,1998,H,Sydney Swans,5.5 6.7 11.12 15.15,105,2.3 8.7 11.8 14.11,95,W,10,Melbourne Cricket Ground,43400.0,15,15,14,11,1.0,10,0.3333333333333333,92.0,105.66666666666667,0.6,102.2,101.2,0.6,96.4,98.2,0,6.0,North Melbourne Kangaroos|Sydney Swans,North Melbourne Kangaroos,1.0,10,0.4634146341463415,13.463414634146341,4,754,37926,36717,103.29275267587221,2.0,v1.0
13934,Port Adelaide Power,8,1998-05-16,1998,A,St Kilda Saints,1.3 2.10 4.12 5.15,45,4.1 6.3 7.9 10.12,72,L,-27,Waverley Park,20063.0,5,15,10,12,0.0,-27,0.6666666666666666,104.66666666666667,79.33333333333333,0.6,91.2,80.0,0.4444444444444444,92.3,94.7,2,7.0,Port Adelaide Power|St Kilda Saints,Port Adelaide Power,0.0,-27,0.5,-49.0,0,58,2537,2608,97.27760736196319,6.0,v1.0
14688,St Kilda Saints,8,1998-05-16,1998,H,Port Adelaide Power,4.1 6.3 7.9 10.12,72,1.3 2.10 4.12 5.15,45,W,27,Waverley Park,20063.0,10,12,5,15,1.0,27,0.6666666666666666,97.0,94.66666666666667,0.8,100.4,93.0,0.7,103.7,102.5,0,7.0,Port Adelaide Power|St Kilda Saints,Port Adelaide Power,1.0,-27,0.4,-44.6,4,524,32345,36244,89.24235735570025,4.0,v1.0
15070,Sydney Swans,8,1998-05-16,1998,A,North Melbourne Kangaroos,2.3 8.7 11.8 14.11,95,5.5 6.7 11.12 15.15,105,L,-10,Melbourne Cricket Ground,43400.0,14,11,15,15,0.0,-10,0.6666666666666666,91.66666666666667,80.66666666666667,0.8,110.6,79.6,0.6,102.7,90.7,1,8.0,North Melbourne Kangaroos|Sydney Swans,North Melbourne Kangaroos,0.0,10,0.47619047619047616,13.380952380952381,0,566,34065,36952,92.18716172331673,3.0,v1.0
10389,Adelaide Crows,8,1998-05-17,1998,H,Richmond Tigers,4.2 6.7 9.11 11.13,79,4.1 5.3 7.4 14.8,92,L,-13,AAMI Stadium,40559.0,11,13,14,8,0.0,-13,0.6666666666666666,89.33333333333333,79.33333333333333,0.4,78.4,78.6,0.6,91.6,79.3,1,7.0,Adelaide Crows|Richmond Tigers,Adelaide Crows,0.0,-13,0.5294117647058824,36.411764705882355,0,322,15828,15998,98.93736717089637,8.0,v1.0
11079,Carlton Blues,8,1998-05-17,1998,A,West Coast Eagles,4.5 5.6 6.8 12.12,84,2.4 6.11 9.13 12.20,92,L,-8,Domain Stadium,37361.0,12,12,12,20,0.0,-8,0.0,69.66666666666667,116.33333333333333,0.0,75.4,104.0,0.2,76.6,95.0,0,8.0,Carlton Blues|West Coast Eagles,Carlton Blues,0.0,-8,0.46875,-13.3125,0,864,36798,32869,111.95351242812376,2.0,v1.0
11467,Collingwood Magpies,8,1998-05-17,1998,A,Melbourne Demons,5.5 8.10 13.12 16.15,111,4.3 9.6 13.8 17.12,114,L,-3,Melbourne Cricket Ground,57425.0,16,15,17,12,0.0,-3,0.6666666666666666,94.33333333333333,90.0,0.6,100.2,95.4,0.6,93.2,91.7,0,9.0,Collingwood Magpies|Melbourne Demons,Collingwood Magpies,0.0,-3,0.5098039215686274,12.03921568627451,0,750,34311,32533,105.46521993053207,3.0,v1.0
13083,Hawthorn Hawks,8,1998-05-17,1998,H,Western Bulldogs,6.2 9.4 11.8 14.12,96,5.1 11.3 16.6 21.10,136,L,-40,Waverley Park,34541.0,14,12,21,10,0.0,-40,0.6666666666666666,98.66666666666667,76.66666666666667,0.4,102.8,92.4,0.2,87.2,101.8,1,9.0,Hawthorn Hawks|Western Bulldogs,Hawthorn Hawks,0.0,-40,0.6190476190476191,22.454545454545453,0,948,40440,33031,122.43044412824317,1.0,v1.0
13865,Melbourne Demons,8,1998-05-17,1998,H,Collingwood Magpies,4.3 9.6 13.8 17.12,114,5.5 8.10 13.12 16.15,111,W,3,Melbourne Cricket Ground,57425.0,17,12,16,15,1.0,3,0.6666666666666666,77.0,68.33333333333333,0.8,80.6,72.4,0.6,82.9,83.6,0,7.0,Collingwood Magpies|Melbourne Demons,Collingwood Magpies,1.0,-3,0.5,11.75,4,654,33013,35112,94.02198678514468,6.0,v1.0
14310,Richmond Tigers,8,1998-05-17,1998,A,adelaide crows,4.1 5.3 7.4 14.8,92,4.2 6.7 9.11 11.13,79,W,13,AAMI Stadium,40559.0,14,8,11,13,1.0,13,0.6666666666666666,76.0,68.66666666666667,0.6,83.8,87.2,0.7,93.6,87.0,1,7.0,Richmond Tigers|adelaide crows,Richmond Tigers,1.0,13,0.0,-34.0,4,510,32027,37386,85.66575723532873,7.0,v1.0
15766,W. Bulldogs,8,1998-05-17,1998,A,Hawthorn Hawks,5.1 11.3 16.6 21.10,136,6.2 9.4 11.8 14.12,96,W,40,Waverley Park,34541.0,21,10,14,12,1.0,40,0.6666666666666666,97.0,90.33333333333333,0.8,100.8,87.0,0.8,107.7,85.5,2,7.0,Hawthorn Hawks|W. Bulldogs,Hawthorn Hawks,1.0,-40,0.4782608695652174,18.26086956521739,4,714,31683,32308,98.06549461433701,4.0,v1.0
15380,West Coast Eagles,8,1998-05-17,1998,H,Carlton Blues,2.4 6.11 9.13 12.20,92,4.5 5.6 6.8 12.12,84,W,8,Domain Stadium,37361.0,12,20,12,12,1.0,8,0.0,87.0,95.33333333333333,0.2,90.8,94.2,0.3,94.2,90.8,0,7.0,Carlton Blues|West Coast Eagles,Carlton Blues,1.0,-8,0.45454545454545453,-13.151515151515152,4,660,26560,23097,114.9932891717539,5.0,v1.0
12291,Fremantle Dockers,9,1998-05-22,1998,H,St Kilda Saints,2.6 3.11 8.16 14.21,105,1.2 7.6 10.7 13.12,90,W,15,WACA,22803.0,14,21,13,12,1.0,15,0.0,57.0,90.33333333333333,0.4,75.0,86.8,0.3,74.7,97.5,0,6.0,Fremantle Dockers|St Kilda Saints,Fremantle Dockers,1.0,15,0.5,12.75,4,112,6229,6850,90.93430656934306,2.0,v1.0
14689,St Kilda Saints,9,1998-05-22,1998,A,Fremantle Dockers,1.2 7.6 10.7 13.12,90,2.6 3.11 8.16 14.21,105,L,-15,WACA,22803.0,13,12,14,21,0.0,-15,0.6666666666666666,91.66666666666667,87.66666666666667,0.8,98.4,90.0,0.7,97.4,98.1,1,6.0,Fremantle Dockers|St Kilda Saints,Fremantle Dockers,0.0,15,0.6,13.2,0,528,32417,36289,89.33010003031221,1.0,v1.0
10390,Adelaide Crows,9,1998-05-23,1998,A,Brisbane Lions,4.3 11.6 12.10 14.14,98,2.6 3.6 6.9 6.14,50,W,48,The Gabba,19509.0,14,14,6,14,1.0,48,0.3333333333333333,86.66666666666667,89.66666666666667,0.4,82.2,80.6,0.5,91.9,81.7,0,6.0,Adelaide Crows|Brisbane Lions,Adelaide Crows,1.0,48,0.3333333333333333,13.666666666666666,4,322,15907,16090,98.86264760720945,9.0,v1.0
10683,Brisbane Lions,9,1998-05-23,1998,H,Adelaide Crows,2.6 3.6 6.9 6.14,50,4.3 11.6 12.10 14.14,98,L,-48,The Gabba,19509.0,6,14,14,14,0.0,-48,0.6666666666666666,85.0,72.33333333333333,0.4,91.6,95.6,0.2,88.4,108.6,0,8.0,Adelaide Crows|Brisbane Lions,Adelaide Crows,0.0,48,0.5,22.25,0,50,2879,2939,97.95848928206873,10.0,v1.0
11080,Carlton Blues,9,1998-05-23,1998,H,North Melbourne Kangaroos,0.5 3.7 6.13 10.14,74,2.2 7.7 10.9 17.13,115,L,-41,Princes Park,20205.0,10,14,17,13,0.0,-41,0.0,75.66666666666667,117.66666666666667,0.0,72.6,102.6,0.2,78.3,94.7,0,6.0,Carlton Blues|North Melbourne Kangaroos,Carlton Blues,0.0,-41,0.45454545454545453,11.704545454545455,0,864,36882,32961,111.89587694548102,2.0,v1.0
11866,Essendon Bombers,9,1998-05-23,1998,A,Melbourne Demons,4.2 9.6 12.10 18.14,122,4.3 6.6 9.10 12.12,84,W,38,Melbourne Cricket Ground,49580.0,18,14,12,12,1.0,38,0.3333333333333333,81.0,82.0,0.2,81.4,90.8,0.5,98.5,94.8,1,8.0,Essendon Bombers|Melbourne Demons,Essendon Bombers,1.0,38,0.5227272727272727,18.818181818181817,4,898,38348,33724,113.71130352271379,1.0,v1.0
12684,Geelong Cats,9,1998-05-23,1998,H,west coast eagles,0.3 2.6 4.10 5.14,44,0.3 5.7 6.8 9.11,65,L,-21,GMHBA Stadium,19848.0,5,14,9,11,0.0,-21,1.0,81.66666666666667,65.66666666666667,0.6,77.0,75.6,0.4,76.1,88.2,3,7.0,Geelong Cats|west coast eagles,Geelong Cats,0.0,-21,0.2857142857142857,-16.428571428571427,0,796,38702,35247,109.80225267398644,3.0,v1.0
13866,Melbourne Demons,9,1998-05-23,1998,H,essendon bombers,4.3 6.6 9.10 12.12,84,4.2 9.6 12.10 18.14,122,L,-38,Melbourne Cricket Ground,49580.0,12,12,18,14,0.0,-38,0.6666666666666666,81.0,87.66666666666667,0.8,83.4,77.2,0.7,88.4,85.0,1,6.0,Melbourne Demons|essendon bombers,Melbourne Demons,0.0,-38,0.375,-12.75,0,658,33127,35223,94.04934275899271,7.0,v1.0
13472,North Melbourne Kangaroos,9,1998-05-23,1998,A,Carlton Blues,2.2 7.7 10.9 17.13,115,0.5 3.7 6.13 10.14,74,W,41,Princes Park,20205.0,17,13,10,14,1.0,41,0.6666666666666666,98.0,102.66666666666667,0.6,103.6,106.4,0.6,99.0,101.6,1,7.0,Carlton Blues|North Melbourne Kangaroos,Carlton Blues,1.0,-41,0.4444444444444444,10.533333333333333,4,758,38031,36812,103.31142018906878,4.0,v1.0
14311,Richmond Tigers,9,1998-05-23,1998,A,Western Bulldogs,4.2 7.5 10.7 11.9,75,5.2 6.4 9.5 13.10,88,L,-13,Waverley Park,36428.0,11,9,13,10,0.0,-13,0.6666666666666666,78.0,71.33333333333333,0.6,81.6,83.6,0.7,93.1,85.3,2,6.0,Richmond Tigers|Western Bulldogs,Richmond Tigers,0.0,-13,0.3333333333333333,-15.222222222222221,0,514,32119,37465,85.73068196983851,8.0,v1.0
15767,W. Bulldogs,9,1998-05-23,1998,H,Richmond Tigers,5.2 6.4 9.5 13.10,88,4.2 7.5 10.7 11.9,75,W,13,Waverley Park,36428.0,13,10,11,9,1.0,13,1.0,114.66666666666667,89.33333333333333,0.8,104.2,89.2,0.8,110.8,86.4,3,6.0,Richmond Tigers|W. Bulldogs,Richmond Tigers,1.0,-13,0.5789473684210527,-8.578947368421053,4,718,31819,32404,98.1946673250216,5.0,v1.0
15381,West Coast Eagles,9,1998-05-23,1998,A,geelong cats,0.3 5.7 6.8 9.11,65,0.3 2.6 4.10 5.14,44,W,21,GMHBA Stadium,19848.0,9,11,5,14,1.0,21,0.3333333333333333,94.0,94.66666666666667,0.2,90.4,97.6,0.3,91.4,91.1,1,6.0,West Coast Eagles|geelong cats,West Coast Eagles,1.0,21,0.0,-6.0,4,664,26652,23181,114.97346965187006,6.0,v1.0
11468,Collingwood Magpies,9,1998-05-24,1998,A,port adelaide power,1.1 4.2 5.5 9.9,63,1.6 3.11 7.12 11.14,80,L,-17,AAMI Stadium,35659.0,9,9,11,14,0.0,-17,0.3333333333333333,95.33333333333333,98.66666666666667,0.6,105.4,94.4,0.5,95.2,95.0,0,7.0,Collingwood Magpies|port adelaide power,Collingwood Magpies,0.0,-17,1.0,79.0,0,750,34422,32647,105.43694673323736,2.0,v1.0
13084,Hawthorn Hawks,9,1998-05-24,1998,A,Sydney Swans,3.5 5.7 9.13 11.14,80,3.4 7.8 10.12 17.15,117,L,-37,Sydney Cricket Ground,31420.0,11,14,17,15,0.0,-37,0.3333333333333333,89.33333333333333,94.33333333333333,0.4,102.6,99.0,0.2,89.1,101.9,0,7.0,Hawthorn Hawks|Sydney Swans,Hawthorn Hawks,0.0,-37,0.5,34.57692307692308,0,948,40536,33167,122.217867157114,1.0,v1.0
13935,Port Adelaide Power,9,1998-05-24,1998,H,Collingwood Magpies,1.6 3.11 7.12 11.14,80,1.1 4.2 5.5 9.9,63,W,17,AAMI Stadium,35659.0,11,14,9,9,1.0,17,0.6666666666666666,102.0,69.33333333333333,0.6,86.4,74.8,0.4,87.5,92.6,0,8.0,Collingwood Magpies|Port Adelaide Power,Collingwood Magpies,1.0,-17,0.3333333333333333,-9.0,4,58,2582,2680,96.34328358208955,4.0,v1.0
15071,Sydney Swans,9,1998-05-24,1998,H,Hawthorn Hawks,3.4 7.8 10.12 17.15,117,3.5 5.7 9.13 11.14,80,W,37,Sydney Cricket Ground,31420.0,17,15,11,14,1.0,37,0.3333333333333333,90.33333333333333,88.0,0.6,97.6,89.2,0.6,108.1,93.6,0,8.0,Hawthorn Hawks|Sydney Swans,Hawthorn Hawks,1.0,-37,0.49056603773584906,33.22641509433962,4,566,34160,37057,92.18231373289797,3.0,v1.0
15768,W. Bulldogs,10,1998-05-29,1998,A,west coast eagles,8.4 8.5 12.7 15.10,100,0.4 8.6 13.12 16.17,113,L,-13,WACA,28193.0,15,10,16,17,0.0,-13,1.0,111.66666666666667,84.66666666666667,0.8,103.0,88.4,0.8,107.7,85.5,4,6.0,W. Bulldogs|west coast eagles,W. Bulldogs,0.0,-13,0.25,-36.75,0,722,31907,32479,98.23886203392962,1.0,v1.0
15382,West Coast Eagles,10,1998-05-29,1998,H,Western Bulldogs,0.4 8.6 13.12 16.17,113,8.4 8.5 12.7 15.10,100,W,13,WACA,28193.0,16,17,15,10,1.0,13,0.6666666666666666,76.0,69.0,0.4,83.6,82.8,0.4,91.3,85.6,2,6.0,West Coast Eagles|Western Bulldogs,West Coast Eagles,1.0,13,0.5833333333333334,16.75,4,668,26717,23225,115.03552206673842,2.0,v1.0
10684,Brisbane Lions,10,1998-05-30,1998,A,carlton blues,1.1 6.6 9.11 12.15,87,6.2 10.4 15.4 17.9,111,L,-24,Princes Park,18317.0,12,15,17,9,0.0,-24,0.3333333333333333,73.0,88.0,0.4,77.6,87.8,0.2,85.3,106.4,0,7.0,Brisbane Lions|carlton blues,Brisbane Lions,0.0,-24,,,0,50,2929,3037,96.4438590714521,8.0,v1.0
11081,Carlton Blues,10,1998-05-30,1998,H,Brisbane Lions,6.2 10.4 15.4 17.9,111,1.1 6.6 9.11 12.15,87,W,24,Princes Park,18317.0,17,9,12,15,1.0,24,0.0,78.0,124.0,0.0,73.4,111.2,0.1,78.1,102.1,0,7.0,Brisbane Lions|Carlton Blues,Brisbane Lions,1.0,-24,0.5,-21.0,4,864,36956,33076,111.7305599226025,3.0,v1.0
11867,Essendon Bombers,10,1998-05-30,1998,A,hawthorn hawks,5.4 6.8 9.12 13.15,93,2.2 5.6 7.8 13.9,87,W,6,Waverley Park,41780.0,13,15,13,9,1.0,6,0.6666666666666666,92.0,77.66666666666667,0.4,90.6,87.6,0.5,100.1,93.0,2,7.0,Essendon Bombers|hawthorn hawks,Essendon Bombers,1.0,6,0.0,-97.0,4,902,38470,33808,113.78963558920965,2.0,v1.0
13085,Hawthorn Hawks,10,1998-05-30,1998,H,Essendon Bombers,2.2 5.6 7.8 13.9,87,5.4 6.8 9.12 13.15,93,L,-6,Waverley Park,41780.0,13,9,13,15,0.0,-6,0.3333333333333333,91.66666666666667,103.33333333333333,0.4,94.4,96.6,0.2,92.8,105.5,0,6.0,Essendon Bombers|Hawthorn Hawks,Essendon Bombers,0.0,6,0.5272727272727272,-6.290909090909091,0,948,40616,33284,122.02860233145054,1.0,v1.0
13936,Port Adelaide Power,10,1998-05-30,1998,A,Richmond Tigers,3.4 4.7 5.9 9.13,67,1.5 5.10 11.15 13.19,97,L,-30,Melbourne Cricket Ground,31225.0,9,13,13,19,0.0,-30,0.6666666666666666,96.66666666666667,70.33333333333333,0.6,87.8,74.6,0.5,89.4,84.3,1,6.0,Port Adelaide Power|Richmond Tigers,Port Adelaide Power,0.0,-30,0.6666666666666666,14.333333333333334,0,62,2662,2743,97.0470288005833,7.0,v1.0
14312,Richmond Tigers,10,1998-05-30,1998,H,Port Adelaide Power,1.5 5.10 11.15 13.19,97,3.4 4.7 5.9 9.13,67,W,30,Melbourne Cricket Ground,31225.0,13,19,9,13,1.0,30,0.6666666666666666,86.0,72.0,0.6,79.0,74.6,0.6,86.0,88.0,0,7.0,Port Adelaide Power|Richmond Tigers,Port Adelaide Power,1.0,-30,0.5,3.25,4,514,32194,37553,85.72950230341118,6.0,v1.0
14690,St Kilda Saints,10,1998-05-30,1998,A,Sydney Swans,5.2 13.5 20.7 24.10,154,2.1 3.3 5.4 8.5,53,W,101,Sydney Cricket Ground,36180.0,24,10,8,5,1.0,101,0.3333333333333333,81.33333333333333,83.0,0.6,90.6,86.8,0.6,96.0,101.3,0,8.0,St Kilda Saints|Sydney Swans,St Kilda Saints,1.0,101,0.52,0.04,4,528,32507,36394,89.31966807715557,5.0,v1.0
15072,Sydney Swans,10,1998-05-30,1998,H,st kilda saints,2.1 3.3 5.4 8.5,53,5.2 13.5 20.7 24.10,154,L,-101,Sydney Cricket Ground,36180.0,8,5,24,10,0.0,-101,0.6666666666666666,109.0,88.0,0.6,97.4,85.4,0.7,110.8,91.6,1,6.0,Sydney Swans|st kilda saints,Sydney Swans,0.0,-101,,,0,570,34277,37137,92.29878557772572,4.0,v1.0
10391,Adelaide Crows,10,1998-05-31,1998,H,Melbourne Demons,4.1 9.1 12.3 17.9,111,2.4 5.6 8.7 8.10,58,W,53,AAMI Stadium,40844.0,17,9,8,10,1.0,53,0.6666666666666666,85.33333333333333,71.0,0.6,89.0,76.0,0.5,92.4,77.6,1,8.0,Adelaide Crows|Melbourne Demons,Adelaide Crows,1.0,53,0.47368421052631576,7.578947368421052,4,326,16005,16140,99.1635687732342,5.0,v1.0
11469,Collingwood Magpies,10,1998-05-31,1998,H,Fremantle Dockers,5.0 9.1 14.3 19.5,119,5.2 10.5 14.9 17.10,112,W,7,Victoria Park,23188.0,19,5,17,10,1.0,7,0.0,84.33333333333333,103.0,0.4,91.4,92.8,0.5,97.6,98.2,0,7.0,Collingwood Magpies|Fremantle Dockers,Collingwood Magpies,1.0,7,0.6666666666666666,27.333333333333332,4,750,34485,32727,105.37171143092858,3.0,v1.0
12292,Fremantle Dockers,10,1998-05-31,1998,A,Collingwood Magpies,5.2 10.5 14.9 17.10,112,5.0 9.1 14.3 19.5,119,L,-7,Victoria Park,23188.0,17,10,19,5,0.0,-7,0.3333333333333333,72.0,88.33333333333333,0.4,76.0,89.6,0.4,78.4,96.5,1,9.0,Collingwood Magpies|Fremantle Dockers,Collingwood Magpies,0.0,7,0.7142857142857143,24.428571428571427,0,116,6334,6940,91.26801152737752,6.0,v1.0
12685,Geelong Cats,10,1998-05-31,1998,A,North Melbourne Kangaroos,4.2 9.5 12.9 17.12,114,3.0 5.2 9.8 13.13,91,W,23,Melbourne Cricket Ground,35595.0,17,12,13,13,1.0,23,0.6666666666666666,66.33333333333333,63.0,0.6,70.0,69.8,0.4,74.4,86.8,0,8.0,Geelong Cats|North Melbourne Kangaroos,Geelong Cats,1.0,23,0.5,4.5576923076923075,4,796,38746,35312,109.72473946533756,1.0,v1.0
13867,Melbourne Demons,10,1998-05-31,1998,A,Adelaide Crows,2.4 5.6 8.7 8.10,58,4.1 9.1 12.3 17.9,111,L,-53,AAMI Stadium,40844.0,8,10,17,9,0.0,-53,0.3333333333333333,82.33333333333333,108.0,0.6,85.8,87.6,0.7,90.6,85.8,0,8.0,Adelaide Crows|Melbourne Demons,Adelaide Crows,0.0,53,0.5,9.85,0,658,33211,35345,93.96237091526383,4.0,v1.0
13473,North Melbourne Kangaroos,10,1998-05-31,1998,H,Geelong Cats,3.0 5.2 9.8 13.13,91,4.2 9.5 12.9 17.12,114,L,-23,Melbourne Cricket Ground,35595.0,13,13,17,12,0.0,-23,0.6666666666666666,101.0,93.33333333333333,0.6,99.2,97.2,0.6,100.7,100.5,2,8.0,Geelong Cats|North Melbourne Kangaroos,Geelong Cats,0.0,23,0.5094339622641509,4.90566037735849,0,762,38146,36886,103.41593016320556,2.0,v1.0
